bestand;status;artikeltype;titel;technische_punten;redactionele_punten;fixes_toegepast
homey-pro-2023.html;AANDACHT;techarticle;Homey Pro (2023): de smart home hub die je losse apparaten eindelijk laat samenwerken;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homey-pro-2026-review.html;AANDACHT;review;Homey Pro 2026 + Energy Dongle review: meer rust in mijn smart home;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort oordeel ontbreekt | testcontext ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homey-pro-mini-2026.html;AANDACHT;techarticle;Homey Pro mini: wat is het en hoe verschilt het van Bridge en Pro?;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homey-self-hosted-2026.html;AANDACHT;techarticle;Homey Self-Hosted: maximale controle over je smart home;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd
homeyduino-bh1750-lichtsensor-esp32.html;AANDACHT;howto;BH1750 lichtsensor op ESP32 en Homeyduino maken;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyduino-clapper-switch.html;AANDACHT;howto;Bouw je eigen ‘Clapper’ switch met Homeyduino;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd
homeyduino-co2-multisensor.html;AANDACHT;howto;Bouw zelf een slimme CO₂ multi-sensor voor Homey;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyduino-co2-sensor.html;AANDACHT;howto;Bouw je eigen slimme CO₂ sensor met Homeyduino (UART);publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyduino-deur-en-raamsensor.html;AANDACHT;howto;Bouw je eigen deur- en raamsensor met Homeyduino;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyduino-dht11-sensor.html;AANDACHT;howto;Homeyduino DHT11 sensor: eenvoudige klimaatdata voor slimmere Homey-flows;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyduino-esp32-c3-c6-compatibiliteit.html;AANDACHT;howto;Homeyduino geschikt maken voor moderne ESP32 boards (C3 & C6);publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyduino-ld2410-aanwezigheidssensor.html;AANDACHT;howto;LD2410 aanwezigheids-sensor maken met Homeyduino en ESP32;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyduino-licht-temperatuur-sensor.html;AANDACHT;howto;Bouw je eigen licht- en klimaatsensor met Homeyduino (LDR + DHT11);publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyduino-multi-relais.html;AANDACHT;howto;4-kanaals relaismodule aansturen met Homeyduino en een Wemos D1 Mini;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyduino-temperatuursensor-ds18b120.html;AANDACHT;howto;Bouw je eigen DS18B20 temperatuursensor met Homeyduino;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
homeyscript-stroomprijs-vandaag-morgen.html;AANDACHT;howto;HomeyScript: laat Homey automatisch de goedkoopste stroomuren vinden;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | hv-schema-type=howto toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
HVV-matter-installer.html;AANDACHT;howto;Installeer de HVV Matter Sensor eenvoudig vanuit je browser;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd
keukendeur-herinnering-slim-google-home-tutorial.html;AANDACHT;howto;Keukendeur herinnering slim maken in Google Home Script Editor;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;dubbele body-tags verwijderd | dubbele script.js include verwijderd | canonical toegevoegd | hv-schema-type=howto toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen | lazy loading contentafbeeldingen
matter-en-thread-uitgelegd.html;AANDACHT;techarticle;Wat is het verschil tussen Matter en Thread?;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
review-hue-st64-edison.html;AANDACHT;review;Philips Hue ST64 Edison E27 review;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort oordeel ontbreekt | testcontext ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
review-nest-wifi-pro.html;AANDACHT;review;Nest Wifi Pro review: snel, stabiel en gezinsvriendelijk mesh wifi;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort oordeel ontbreekt | testcontext ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
review-roomba-irobot-i7.html;AANDACHT;review;iRobot Roomba i7+ review: nog steeds de moeite waard?;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort oordeel ontbreekt | testcontext ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
robotstofzuiger-homey-tutorial.html;AANDACHT;howto;Laat je robotstofzuiger slim schoonmaken met Homey;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
slimme-lampen-voor-homey-vergeleken.html;AANDACHT;techarticle;Slimme lampen voor Homey vergeleken: Hue, IKEA, Innr, WiZ en Nanoleaf;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
waarom-dit-blog-bestaat.html;AANDACHT;techarticle;Waarom dit blog bestaat;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd
wat-is-homeyduino.html;AANDACHT;techarticle;Wat is Homeyduino en wat kun je ermee?;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
wat-je-hebt-gemist-juli-2026.html;AANDACHT;techarticle;Zelf bouwen met Matter;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd
wat-je-hebt-gemist-juni-2026.html;AANDACHT;techarticle;Wat je hebt gemist;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd
wat-kun-je-doen-met-homey.html;AANDACHT;techarticle;Wat kun je doen met Homey? Praktische toepassingen en inspiratie;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
zelf-een-matter-sensor-bouwen.html;AANDACHT;techarticle;Zelf een Matter-sensor bouwen: van eerste idee tot werkende Web Installer;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt | bronnenblok ontbreekt;dubbele body-tags verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
zonne-flows-homey-tutorial.html;AANDACHT;howto;Zonne Flows in Homey maken: slim schakelen op zon, regen en zonnestraling;publish_date ontbreekt | modified_date ontbreekt;Open Graph metadata ontbreekt | zichtbare auteur/datum ontbreekt | Kort antwoord ontbreekt;dubbele body-tags verwijderd | dubbele script.js include verwijderd | canonical toegevoegd | author-meta toegevoegd | robots-meta toegevoegd | defer aan affiliate-products.js toegevoegd | hero-afbeelding attributen
